,P_ABK,P_ADF,P_ADO,P_AEL,P_AFH,P_AIK,P_AJD,P_AKL,P_ALB,P_AOM,P_AOP,P_APF,P_APL,P_APO,P_ARC,P_ATN,P_ATU,P_AUI,P_AVV,P_AXH,P_AZW,P_BBO,P_BCO,P_BCP,P_BEB,P_BFB,P_BGK,P_BGP,P_BII,P_BIK,P_BIW,P_BJA,P_BJQ,P_BKR,P_BNI,P_BNV,P_BON,P_BQL,P_BRD,P_BSK,P_BWT,P_BWZ,P_BXP,P_BYA,P_BYX,P_CAV,P_CBQ,P_CEJ,P_CGM,P_CHL,P_CHP,P_CIP,P_CIT,P_CMD,P_CMH,P_COR,P_CPQ,P_CQZ,P_CRT,P_CRZ,P_CSB,P_CTQ,P_CUT,P_CUW,P_CWR,P_CYD,P_CZA,P_DAQ,P_DBG,P_DBP,P_DDD,P_DDI,P_DED,P_DFS,P_DGH,P_DHA,P_DII,P_DKE,P_DNH,P_DOG,P_DRC,P_DRI,P_DTB,P_DTM,P_DTY,P_DUD,P_DVJ,P_DWJ,P_DXV,P_DZO,P_DZV,P_EAL,P_EBL,P_EDY,P_EER,P_EEW,P_EFF,P_EFL,P_EGJ,P_EHJ
P_CHL,0.031097594392493128,0.02146915054211616,0.011780700912930714,0.010181860340822092,0.037337831752800636,0.01895181183950897,0.01174159260917994,0.022014629181525774,0.04115108649841143,0.026071720023811546,0.02888681057160734,0.011937260866715092,0.008348105234126787,0.04328665153370087,0.032207339691442405,0.02374043910714311,0.044705514928248015,0.022866270793459657,0.020668258489770767,0.021021266303436585,0.03568659340704858,0.021619045353578593,0.01935839748016527,0.03824196586212654,0.020940362102886637,0.01865985651070006,0.018689032559228828,0.027565812902943226,0.03971337678918772,0.04434782305818629,0.018482978574894917,0.009814643396474632,0.010319550862315842,0.016614424154937205,0.025173455305141305,0.01612061800924462,0.032136887917160066,0.030887845279334747,0.00940299739444667,0.022271943426651893,0.01736575595820776,0.046588717110475214,0.010270750946257057,0.00912339903764072,0.025431522172297754,0.025358176787775334,0.020946936888243076,0.011606580891890038,0.018502726123464684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CHP,0.011411918375103892,0.03644266704016169,0.021488353333839673,0.014956348284262008,0.04023820386150792,0.016177629554420647,0.02616134205273211,0.033933616518138345,0.031456158776940184,0.04093019224240253,0.016716130563021736,0.011656626141386224,0.01519424183695995,0.022517219410927616,0.022175285905709066,0.019449868328603133,0.05943653013088876,0.03788931270160705,0.03529051947761563,0.03603254391518999,0.024474261827480064,0.03668256915757338,0.016280798506215655,0.06041741896175413,0.03564452812143869,0.033671924091148504,0.03685598899772019,0.013818165761061778,0.05491880677873557,0.059186400498765446,0.03973836033356232,0.014159428590164311,0.027274567934249278,0.025428351283557703,0.02189896785239046,0.013678996344761211,0.04714092524548246,0.01953238879400053,0.01889764271013597,0.01710002131577912,0.01539738243988243,0.061577126564983764,0.01686459038933493,0.02124076269817095,0.017013440128321296,0.012417978096291308,0.03569957407309027,0.02726106982493587,0.037176362651556806,0.022321496925608572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CIP,0.05631328767706641,0.01728152337035283,0.029803502378076496,0.03606142322482681,0.04077018079430149,0.04135467094537218,0.03380670875728657,0.015918374571547277,0.06047489576675461,0.04045375459707232,0.05185452062260414,0.03665231629788397,0.03233655037260607,0.06844529408220956,0.051435208660991945,0.04848355717147814,0.02904567031417825,0.022595386807931217,0.037129742969755075,0.02019062089978655,0.060845735898254705,0.0347336387958428,0.031576617678276415,0.01504609706867761,0.03978487130807535,0.019302868413788685,0.01844238794191485,0.05113852428453556,0.03377106182814044,0.04747397970467644,0.02476348814282805,0.035350708861352026,0.024898022993806692,0.02812015398251275,0.05024385240007089,0.04132827046949774,0.020900792449091165,0.0546897942947298,0.03264736075090875,0.036497413606994544,0.04324991085539979,0.03575257901186946,0.03405174709174482,0.02822916677835364,0.0380815088986773,0.04817972446994715,0.013000963387381697,0.020069509635266318,0.01925391773120657,0.025917320173969225,0.04725502001904275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CIT,0.032771372888543635,0.01984991979832447,0.03338555307314959,0.03224954315955669,0.049130591956541764,0.043428984998501785,0.018305234497269243,0.029522749262221513,0.04558029097098504,0.010028136666399685,0.03008813204571008,0.03351332816955077,0.037058157644438976,0.034401561432585666,0.040067209560936956,0.025721316645926463,0.01975019189780352,0.03708515170523083,0.013606443363347242,0.016556800777928978,0.029529670672054024,0.009778366427989935,0.045782486924587015,0.04659809775087444,0.012973770808825892,0.028226739184680952,0.02673602507853483,0.03074033760387162,0.010975609778048689,0.022713726708753566,0.04009290701607929,0.03331682818036486,0.025742229448904454,0.036075520786261785,0.022128554968637616,0.032311906489714416,0.03464404078626164,0.03036010968359475,0.028216693729067703,0.0468506192595155,0.02954318510249172,0.018245368617815234,0.02823536394311313,0.02635828511113777,0.05374184643273858,0.05365854343904697,0.02373398291479822,0.019598084319647716,0.02825799642579066,0.0288479553868208,0.04402730825294792,0.03629022426219119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CMD,0.045492125428473036,0.01552757717739704,0.02276094839851746,0.024767018875915526,0.033187909726289246,0.03165880839513581,0.022025162541964603,0.015813125497511377,0.05429565811370088,0.02933848845799881,0.04335665813920714,0.02670389937817902,0.02184315018489651,0.057311491910435476,0.0451585975202933,0.036677137851799116,0.038417639347050954,0.023439207153828467,0.025901321394863765,0.01768151874132976,0.050339394364651804,0.02266654243593298,0.021450557405345145,0.023403350529358536,0.027715710057653893,0.01458249978570179,0.014681264150154144,0.042284457782971685,0.03484476431259045,0.038104807491970795,0.015860566477902915,0.023718703885331597,0.014601789273923754,0.0166748214982943,0.039103329423463055,0.030930601303562268,0.026220263957480717,0.04565903218422393,0.021535217226673835,0.025365546416351498,0.03176834273297748,0.04261579450157076,0.022557993261809923,0.0175412793718128,0.029472030537443742,0.03747496468310551,0.014632707507498986,0.011150429767502317,0.014653835265897404,0.014904891277697148,0.03703543742147462,0.012051003360716597,0.0244739192815518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CMH,0.04057331064875014,0.019515656945131174,0.021756606031271872,0.021093290995003185,0.043306384009752716,0.02909560250278321,0.023257295629543567,0.02607572284712164,0.042393176632566705,0.026862489832475873,0.03385101124043425,0.023699201189068934,0.021893583580577816,0.05303944352083456,0.036421416570474895,0.03502254800838605,0.042127787741583,0.011955499864082944,0.02589242595818443,0.016038002525251845,0.04446110950032532,0.022912234221040564,0.026586580393122762,0.03309440124855007,0.026742816624282777,0.008029906724238508,0.012930507066622608,0.03332213993728408,0.03540655477450504,0.04193009689948303,0.019158285857560565,0.022534436447358017,0.017942257884672994,0.023149235192550847,0.03548382372293022,0.02897596648948847,0.029537924588569506,0.036920229089212026,0.022327665014503423,0.02929367831120098,0.029420096957689598,0.041270402590717556,0.022058315166847572,0.014413701606456227,0.031934597414090576,0.03255007368654989,0.019675945237775504,0.008241110847451811,0.013642931356570501,0.01883978622489825,0.033749468395812485,0.01836879495230882,0.025847661557669245,0.014029293995066595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_COR,0.020559997203305747,0.024242854473018757,0.011227874242261512,0.011229071733675685,0.039149068954447676,0.0241817455945604,0.018651878457677414,0.02882539271198316,0.02716420816073888,0.02025559322755138,0.013877340451255946,0.0113530103937245,0.014884949781576659,0.03296453184864067,0.018807073695819625,0.019323419185017482,0.03859776309580454,0.027381847362803597,0.015795943561559934,0.02631869770714246,0.023740822942771547,0.016527237427954186,0.025325982409375117,0.052533043943787126,0.015488069117869452,0.02685080278129523,0.02924583062592004,0.012776871800249296,0.03308720223893124,0.038378729030545004,0.030421067732740222,0.01157376904901417,0.022550552010980565,0.022079355357437713,0.017432944243589044,0.012238084041226933,0.027774279972664528,0.016221747902122944,0.016346348950145053,0.02745210237850796,0.01282348096267016,0.03988112147370043,0.014964921683720139,0.013102729677436333,0.03205617569205734,0.03198014211976001,0.026905028470529595,0.020390528389425962,0.031187629759246695,0.014981550954423004,0.021847747938862624,0.03942475039870233,0.02218608618030696,0.02952025929764044,0.022717754290422883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CPQ,0.009236245341046466,0.03353115688430595,0.023163436921150447,0.01543721441841103,0.037597683931332435,0.016784034824800672,0.02288169246362735,0.037267168875565124,0.025635983012164625,0.030494467727770147,0.013224332553598032,0.014135959712318898,0.01856354451606779,0.021131616691582766,0.02042049426433969,0.014334511083392397,0.049010718674591836,0.03937886723866148,0.024975932415026027,0.03435630911492001,0.013817544391099267,0.026115329636058778,0.01944761517513149,0.06335019703994614,0.025283218663769605,0.036650663213644165,0.03978347360399915,0.013242009855005477,0.04426621340254865,0.04876939894032082,0.04219940400053147,0.01742675417282387,0.030521742872908673,0.02876503768466167,0.01127475875573348,0.009235934007992186,0.039146020142540275,0.009954101717380915,0.022250901509826223,0.019822979619621556,0.009862476615940037,0.05106190827808808,0.020114548988230792,0.022478578802940116,0.021239567156608,0.0211719734791079,0.037688712965555926,0.030247812383707454,0.04036633141616875,0.025145120600228634,0.010656718303493892,0.05031465676122669,0.03339000121293792,0.03997685421590798,0.033597977617708094,0.015486165342002565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CQZ,0.051454003576010196,0.014570802654625212,0.024281054281065667,0.030816021028031722,0.0395283452853798,0.03418815702842154,0.03169403510126356,0.01965968578080549,0.05223617522368946,0.03686839097384246,0.04488301443753633,0.030279576780398828,0.028160574301673347,0.0638574684512331,0.043318908227238634,0.04481163988295988,0.025528076014457862,0.013649775162985331,0.03364240088043616,0.019685287932868903,0.05553386899001518,0.03138484924290886,0.035368769062549515,0.024194579661565723,0.036028302874270085,0.02082503541413475,0.019560667166536216,0.044426765918756994,0.03143557769470993,0.041249914145366336,0.03014267821544662,0.030897901821969137,0.023694894323463174,0.027234005948450032,0.046045270115399745,0.035914629400846054,0.01260567193766371,0.04801748569011129,0.029594326550879804,0.036251680485186476,0.03799685313286021,0.028847499111706906,0.03108312320214821,0.02410285696758995,0.043744356264551656,0.043656658564302266,0.011264786282929156,0.0153770261104028,0.020817692595481874,0.02109185283468757,0.041859584386376304,0.010557226340284548,0.034325515072611334,0.014288080381912158,0.01741821830727668,0.03224091067262267,0.044193395490731334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CRT,0.026355302559444942,0.025704872884338748,0.006671185876590518,0.007597284843940895,0.03750791976369972,0.01680308676999609,0.015324441947425197,0.024137397643489135,0.03301207483633763,0.03026507174945996,0.021031476838302466,0.004935915416616299,0.006047685259668725,0.038842189948559036,0.024226625889710536,0.02196414551035121,0.04878903652461221,0.02243209693720272,0.024753648821939693,0.02529307134375036,0.03020828247351971,0.025893625644163247,0.016341085643248304,0.04526204154697385,0.02506099088224484,0.021801801072388445,0.022038397968092774,0.020035328123092264,0.04405630171723468,0.04854764596764836,0.02334970171115755,0.009715219657833112,0.016739738707636648,0.01718159401801851,0.021744866083743684,0.011601178043631514,0.03639359747263392,0.023497993467526585,0.012856275549317722,0.019490974834524683,0.013673630425017598,0.050865124918749303,0.012402395131580942,0.011841746366137308,0.02140377305523469,0.021335636597017166,0.025088029097559417,0.0158568506961503,0.023124089711813327,0.008207787826204706,0.01656823735344515,0.03218418120754445,0.033183078112194966,0.02232857194269217,0.021876073230814683,0.01102562079884789,0.018861887286271355,0.025343733130699313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CRZ,0.02013919685588611,0.04719225242558339,0.03390916349602119,0.030691505681539954,0.02644818409645628,0.02255933795571234,0.0387608194185821,0.051625936156162316,0.016504147387852032,0.03070659932327271,0.013194534095602044,0.02749743180735174,0.03310054768429241,0.022829578182695005,0.01786824605270484,0.029017017506971644,0.04551524238098646,0.048076626056745946,0.03445442272045816,0.04903175055002498,0.020086872952254583,0.03624129695526913,0.03349637260958194,0.07717585801272452,0.032723913366223524,0.0498002823787169,0.05391708609522715,0.014051213790986736,0.045398323988888746,0.04521403747731538,0.05458433742384433,0.033045463137928645,0.045942236449698276,0.04446366999022982,0.024177760876478247,0.02442453753912345,0.0474135068097711,0.023171600721574186,0.03796255582808141,0.03573440678113909,0.025785578003992178,0.054156144000471265,0.03592930871865076,0.03719311932333724,0.036275731184912854,0.022872860358950246,0.05110041570281071,0.043370686240824775,0.05429839033525889,0.03941520073525034,0.021103825553675203,0.06297012127191827,0.03847327469815923,0.05418213259922495,0.04500932483386112,0.024697062659352013,0.017889976243696083,0.05604348562500522,0.031941853327570435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CSB,0.025855214348364342,0.01467304753621479,0.026746310175423612,0.023728574672742253,0.03596940950308009,0.03260897606488129,0.012040331723001698,0.017661809222159475,0.041821051600839,0.009738586396396465,0.02735644269637812,0.026883686968119283,0.03069298489883262,0.03722387052685469,0.033398306379218014,0.02271611410430552,0.022384836474722166,0.030206381312566356,0.009765912399776349,0.013832552042194815,0.03071887219609723,0.009480413915016948,0.035683184064765075,0.04324692451492878,0.008329440437386492,0.024622626606433193,0.023525547241241566,0.025674969951298067,0.021077056554461276,0.0221231387013717,0.031440926465354936,0.026711069053855188,0.022699800285462406,0.024412078199120293,0.019024671666023254,0.02377744302905525,0.02779580754358969,0.028490042681613606,0.024622297638518458,0.03595545056038045,0.025409064209449776,0.030232984007535168,0.024547745415821012,0.01648855512165963,0.04474603414828969,0.04465264357235732,0.018965520003417436,0.01343316556139908,0.024595154156863096,0.02254259088924676,0.03711679654819262,0.031963794909241096,0.013161219168449303,0.020100415518091864,0.021585672122961794,0.017216555404605354,0.02683559898716463,0.02836654945530275,0.026613328709499603,0.037006749127693514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CTQ,0.04178513133879041,0.01849695318153562,0.042410326336873604,0.04111081784640206,0.05513345935092482,0.05188120862123447,0.027226551526038208,0.03626461970019745,0.04673917066545628,0.015909243256672437,0.03721501741233,0.0425402591670537,0.04609073019599624,0.04128048455384198,0.04897282662865224,0.03465531543645281,0.016988124376063427,0.031568563239401014,0.021044580893901564,0.0173353200431953,0.034978710439351864,0.017770590592323988,0.05445404613065911,0.039730576197684046,0.020436154359367985,0.037189561680665346,0.035674974884365065,0.039717286538735304,0.0069751625787529406,0.025514542853044272,0.048997247320639904,0.042342353477339244,0.034679176936601025,0.04414382658990875,0.03115990938690332,0.04119651077457817,0.029044908985915146,0.03459117890445441,0.037169356047691095,0.055290788572781455,0.03862386464350637,0.010254416901998275,0.03719678223986696,0.03492863939520051,0.06264389212046167,0.06255903172204706,0.020178523855821084,0.02635744154883052,0.037217332091379354,0.03787143963463772,0.053057919766987864,0.02950158404221975,0.009040203205682693,0.03320898535035341,0.03337581046206865,0.03121090482507616,0.04241690070007472,0.027429119435375408,0.04220926406607965,0.04414915393300185,0.02005681854133318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CUT,0.025122327619071308,0.018685952932620504,0.02147152730944132,0.015805855244179427,0.03863008218992285,0.02536469219210164,0.002568676312812165,0.02007807012638327,0.04480921406362742,0.017544333700655817,0.029703688407336268,0.01517613508110809,0.017398636498302002,0.03599635706568011,0.03678314974278256,0.014750629342505617,0.03589711122082039,0.034644502550910596,0.012703629914317451,0.014921147744057764,0.030518494392745774,0.012831210075438658,0.02689847662972728,0.04469578329104479,0.012818834307375753,0.02154221207304437,0.023372105874313355,0.02780671582549921,0.030619119027169718,0.03568581714070819,0.028963968857876526,0.013569899041628064,0.009890447209302667,0.0200127947073874,0.01810507655327584,0.015866887691037626,0.032429148138673626,0.030263254451563075,0.010059383380702894,0.028713702739286195,0.012969562097464691,0.037676081165640536,0.009993100870102512,0.009749160425391413,0.03412678716199388,0.03404721292558381,0.0218123035234715,0.018511536403009562,0.022887769747183588,0.01188214412469445,0.024307892051760698,0.03448988121174329,0.019779207264195475,0.023416147697690307,0.02481063808127444,0.01902153353439103,0.0225956610436608,0.031853014064609365,0.015235939419675226,0.03848984240030226,0.014560125342864015,0.02879137277032833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CUW,0.0640508602986716,0.025520091555478,0.039843150440193466,0.04343255374715985,0.04817817269261957,0.050039187403472296,0.03972135088337264,0.022050628154317842,0.07123905244316306,0.04745013045292906,0.061617716364695,0.045219160817067644,0.04051800899599949,0.07567074975180271,0.06213563303773179,0.054699687019213405,0.04005433291168335,0.0338188541645027,0.04321810214481777,0.025637238930898067,0.06897673864427005,0.04081794101862516,0.03955604333095002,0.007041595628832667,0.045870602056218394,0.02283310642466458,0.01888645657607567,0.06068444796650799,0.03966282743325289,0.05625289000575819,0.019887861876026796,0.04223739889008525,0.030090385241800754,0.03333722581439578,0.057504721588751743,0.049604624885184655,0.03217225205048634,0.06412511873673152,0.0387040445560914,0.04241076561440483,0.05033223345928523,0.04206555038270575,0.040844595003501016,0.03621600111828982,0.04118300577908178,0.056059133216629614,0.021493954056895966,0.029222190626301926,0.018551499831548565,0.033569591016274936,0.05571074442152017,0.01243413434863891,0.04191792294472567,0.018675312286545554,0.02884606565894026,0.04792330560385088,0.058641436408054776,0.020241792336647677,0.040649157334438475,0.07259083888480647,0.03860805414677097,0.03500509245809749,0.03997843561221453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CWR,0.036831933440970493,0.02212403753838623,0.03763912552119449,0.03515689158614698,0.04496368474669387,0.044301808653824895,0.02221457075885266,0.026770381618497787,0.044881432597454814,0.0074644515538666925,0.031601568394624885,0.03777533731153266,0.04154600428441057,0.03642739854834691,0.0429559299049635,0.03185380872046721,0.011548266103616523,0.03740201197796759,0.01331420042661302,0.01793575359442708,0.028499896578760314,0.011609483709450988,0.04740220371459585,0.047565851458792434,0.012832955427337233,0.03413321756002672,0.03279962178135868,0.034429200920151344,0.010834871203663164,0.0211253236898265,0.04297280601729481,0.03760215186661415,0.03185655362716074,0.03597812335294866,0.027062126025130643,0.03521418925660733,0.03499047797615851,0.03180622410787292,0.034123815408011154,0.04763096334318733,0.03520321669961777,0.020466443266967036,0.03409799749252499,0.028113994806858413,0.05638903441273096,0.05629680932344429,0.02494228018846727,0.022493477654647622,0.034134419491184155,0.03322058124115477,0.048227223681238836,0.03757480598752507,0.011759418735634256,0.027268207366823394,0.030579677074816704,0.027103699858138014,0.037698855751867946,0.0349661872385333,0.03747838717181047,0.03743801064426423,0.011723255733800064,0.015395222797996716,0.024429601061007073,0.04287784567815843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CYD,0.036979186375580266,0.021520910203800453,0.02169253927044596,0.01964650320031432,0.04248942035378057,0.028142874799849824,0.012159413020372966,0.026120158422183747,0.051219133631876676,0.026200020248083624,0.03803615623324752,0.021299197379244683,0.015094483826878467,0.048249121712212774,0.04235469421445081,0.027434297147912456,0.044371319858665555,0.02906740855322202,0.021450663136601083,0.018679015953738904,0.04215595484626031,0.021383212106699693,0.024295167852887618,0.03229641065196039,0.021569545405500705,0.011664840247514255,0.01057893628868226,0.03655806868530993,0.03799166195364521,0.04416424259511511,0.01902710900268117,0.016762650054374096,0.0050012798362012445,0.02194027967005162,0.030169592141756945,0.024956344383743244,0.0317751051139114,0.0395956183939582,0.013653332230631771,0.0271896971112247,0.024741202982068933,0.04399191530270077,0.015290573566741785,0.013303497885893231,0.029287734121983697,0.029231592669574497,0.02148771251203841,0.011231149006222876,0.010550595243871254,0.011504552533668975,0.029635645732800916,0.022302464886197828,0.027017178535147623,0.010457713421206096,0.017172285374982305,0.025312969995636873,0.03304419585948586,0.022092461157599014,0.01824407446268205,0.048142369582311474,0.023310371811704245,0.0359911631654226,0.013705094089425711,0.0275928214034011,0.03283115130482293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_CZA,0.05461071035062387,0.018442045358362,0.024494423875649284,0.034187190364226745,0.03857375431559644,0.036855267031997554,0.03549883406535836,0.02015776996594424,0.05345797344643718,0.040418469936401864,0.04715480066758759,0.03323753127113854,0.031254097475370425,0.06706291285054533,0.0447221301930028,0.048366941189202095,0.03565811585038969,0.013175892417594096,0.03719484411850436,0.023604150228290967,0.0585172843696618,0.03509828418882973,0.02944375825196051,0.02469278714523643,0.03966017348675942,0.014554881140012106,0.016350562834346948,0.046849768633365256,0.0352310354091371,0.04403434480039285,0.020698640172726206,0.034438429145357254,0.027610245706980847,0.031164660899807052,0.049408594242295704,0.03903586466315187,0.02310169571698056,0.050449624230511705,0.03345432685020436,0.036976793262800435,0.041314036077341736,0.03749473018972013,0.034780651086488604,0.027661246338513256,0.03562482063112875,0.04659867745977069,0.015185368517094126,0.01895401923075601,0.01665224011957255,0.024674830759297276,0.04487990574856335,0.011707394970702419,0.038134519795059135,0.0167237461413394,0.014075424540666416,0.03498735154309166,0.04706961797168086,0.010738569038747649,0.02832310152507975,0.0582828284317087,0.03205827414256593,0.03129007104497901,0.03565091878198845,0.02111891758589606,0.0387530981084077,0.026013825497219492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DAQ,0.02140726196878084,0.022695596423094284,0.020863421004233298,0.015835952039582456,0.03855574054535024,0.025418678506171546,0.006011919161133544,0.024070398625699884,0.0417936016753727,0.017351610213464805,0.02634740738668694,0.013922566573731128,0.01756471921210285,0.0324662572527245,0.034055640854338716,0.011724858591898927,0.03570843543198243,0.03528111350283316,0.012505434418683542,0.01825061977029948,0.02675963962761891,0.012642373392685266,0.026982153101633887,0.048012540330625554,0.01263495508500343,0.02520187225187986,0.025805261672769995,0.024388774507956054,0.030464175764330595,0.035487671056300595,0.031115972956021223,0.013728009506114022,0.013270020082877308,0.020005501968211055,0.014438199333711769,0.01305058343523451,0.03365797854892458,0.026728365101515994,0.010257445734680685,0.028772565057709722,0.011116501113209963,0.03754878630528483,0.01019099690903709,0.010607239791764082,0.03424984380986318,0.03416997537312597,0.024383298894938156,0.021463339558418598,0.025717743699633505,0.013036132632035196,0.024467563936771734,0.03718013723751154,0.019633464416654093,0.026081475150001074,0.026338189003800947,0.016407481342361405,0.019202577248900763,0.033887001932894206,0.014270654399847088,0.034922728888219116,0.014361938761879326,0.028642102314600366,0.0045271699769294,0.04356212071284067,0.024227058859881304,0.017907498820326852,0.037577560870813285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
